Impaction,n.,"The driving of one fragment of bone into another so that the fragments are not movable upon each other; as, impaction of the skull or of the hip."
Impaction,n.,"An immovable packing; (Med.), a lodgment of something in a strait or passage of the body; as, impaction of the fetal head in the strait of the pelvis; impaction of food or feces in the intestines of man or beast."
Impaint,v. t.,To paint; to adorn with colors.
Impaired,imp. & p. p.,of Impair
Impairing,p. pr. & vb. n.,of Impair
Impair,v. t.,"To make worse; to diminish in quantity, value, excellence, or strength; to deteriorate; as, to impair health, character, the mind, value."
Impair,v. t.,To grow worse; to deteriorate.
Impair,a.,Not fit or appropriate.
Impair,n.,Diminution; injury.
Impairer,n.,"One who, or that which, impairs."
Impairment,n.,The state of being impaired; injury.
Impalatable,a.,Unpalatable.
Impaled,imp. & p. p.,of Impale
Impaling,p. pr. & vb. n.,of Impale
Impale,v. t.,To pierce with a pale; to put to death by fixing on a sharp stake. See Empale.
Impale,v. t.,"To inclose, as with pales or stakes; to surround."
Impale,v. t.,"To join, as two coats of arms on one shield, palewise; hence, to join in honorable mention."
Impalement,n.,"The act of impaling, or the state of being impaled."
Impalement,n.,"An inclosing by stakes or pales, or the space so inclosed."
Impalement,n.,That which hedges in; inclosure.
Impalement,n.,"The division of a shield palewise, or by a vertical line, esp. for the purpose of putting side by side the arms of husband and wife. See Impale, 3."
Impalla,n.,The pallah deer of South Africa.
Impallid,v. t.,To make pallid; to blanch.
Impalm,v. t.,To grasp with or hold in the hand.
Impalpability,n.,The quality of being impalpable.
Impalpable,a.,"Not palpable; that cannot be felt; extremely fine, so that no grit can be perceived by touch."
Impalpable,a.,Not material; intangible; incorporeal.
Impalpable,a.,"Not apprehensible, or readily apprehensible, by the mind; unreal; as, impalpable distinctions."
Impalpably,adv.,In an impalpable manner.
Impalsy,v. t.,To palsy; to paralyze; to deaden.
Impanate,a.,"Embodied in bread, esp. in the bread of the eucharist."
Impanated,imp. & p. p.,of Impanate
Impanating,p. pr. & vb. n.,of Impanate
Impanate,v. t.,"To embody in bread, esp. in the bread of the eucharist."
Impanation,a.,"Embodiment in bread; the supposed real presence and union of Christ's material body and blood with the substance of the elements of the eucharist without a change in their nature; -- distinguished from transubstantiation, which supposes a miraculous change of the substance of the elements. It is akin to consubstantiation."
Impanator,n.,One who holds the doctrine of impanation.
Impaneled,imp. & p. p.,of Impanel
Impanelled,,of Impanel
Impaneling,,of Impanel
Impanelling,,of Impanel
Impanel,v. t.,"To enter in a list, or on a piece of parchment, called a panel; to form or enroll, as a list of jurors in a court of justice."
Impanelment,n.,"The act or process of impaneling, or the state of being impaneled."
Imparadised,imp. & p. p.,of Imparadise
Imparadising,p. pr. & vb. n.,of Imparadise
Imparadise,v. t.,To put in a state like paradise; to make supremely happy.
Imparalleled,a.,Unparalleled.
Impardonable,a.,Unpardonable.
Imparidigitate,a.,"Having an odd number of fingers or toes, either one, three, or five, as in the horse, tapir, rhinoceros, etc."
Imparipinnate,a.,Pinnate with a single terminal leaflet.
Imparisyllabic,a.,"Not consisting of an equal number of syllables; as, an imparisyllabic noun, one which has not the same number of syllables in all the cases; as, lapis, lapidis; mens, mentis."
Imparity,n.,"Inequality; disparity; disproportion; difference of degree, rank, excellence, number, etc."
Imparity,n.,"Lack of comparison, correspondence, or suitableness; incongruity."
Imparity,n.,Indivisibility into equal parts; oddness.
Imparked,imp. & p. p.,of Impark
Imparking,p. pr. & vb. n.,of Impark
Impark,v. t.,"To inclose for a park; to sever from a common; hence, to inclose or shut up."
Imparl,v. i.,To hold discourse; to parley.
Imparl,v. i.,To have time before pleading; to have delay for mutual adjustment.
Imparlance,n.,Mutual discourse; conference.
Imparlance,n.,"Time given to a party to talk or converse with his opponent, originally with the object of effecting, if possible, an amicable adjustment of the suit. The actual object, however, has long been merely to obtain further time to plead, or answer to the allegations of the opposite party."
Imparlance,n.,"Hence, the delay or continuance of a suit."
Imparsonee,a.,"Presented, instituted, and inducted into a rectory, and in full possession."
Imparsonee,n.,A clergyman so inducted.
Imparted,imp. & p. p.,of Impart
Imparting,p. pr. & vb. n.,of Impart
Impart,n.,"To bestow a share or portion of; to give, grant, or communicate; to allow another to partake in; as, to impart food to the poor; the sun imparts warmth."
Impart,n.,To obtain a share of; to partake of.
Impart,n.,To communicate the knowledge of; to make known; to show by words or tokens; to tell; to disclose.
Impart,v. i.,To give a part or share.
Impart,v. i.,To hold a conference or consultation.
Impartance,n.,Impartation.
Impartation,n.,"The act of imparting, or the thing imparted."
Imparter,n.,One who imparts.
Impartial,a.,Not partial; not favoring one more than another; treating all alike; unprejudiced; unbiased; disinterested; equitable; fair; just.
Impartialist,n.,One who is impartial.
Impartiality,n.,"The quality of being impartial; freedom from bias or favoritism; disinterestedness; equitableness; fairness; as, impartiality of judgment, of treatment, etc."
Impartially,a.,In an impartial manner.
Impartialness,n.,Impartiality.
Impartibility,n.,The quality of being impartible; communicability.
Impartibility,n.,The quality of being incapable of division into parts; indivisibility.
Jemmy,a.,Spruce.
Jemmy,n.,A short crowbar. See Jimmy.
Jemmy,n.,A baked sheep's head.
Jeniquen,n.,"A Mexican name for the Sisal hemp (Agave rigida, var. Sisalana); also, its fiber."
Jenite,n.,See Yenite.
Jenkins,n.,"name of contempt for a flatterer of persons high in social or official life; as, the Jenkins employed by a newspaper."
Jennet,n.,A small Spanish horse; a genet.
Jenneting,n.,A variety of early apple. See Juneating.
Jennies,n. pl.,of Jenny
Jenny,n.,A familiar or pet form of the proper name Jane.
Jenny,n.,A familiar name of the European wren.
Jenny,n.,"A machine for spinning a number of threads at once, -- used in factories."
Jentling,n.,A fish of the genus Leuciscus; the blue chub of the Danube.
Jeofail,n.,"An oversight in pleading, or the acknowledgment of a mistake or oversight."
Jeoparded,imp. & p. p.,of Jeopard
Jeoparding,p. pr. & vb. n.,of Jeopard
Jeopard,v. t.,To put in jeopardy; to expose to loss or injury; to imperil; to hazard.
Jeoparder,n.,One who puts in jeopardy.
Jeopardized,imp. & p. p.,of Jeopardize
Jeopardizing,p. pr. & vb. n.,of Jeopardize
Jeopardize,v. t.,To expose to loss or injury; to risk; to jeopard.
Jeopardous,a.,Perilous; hazardous.
Jeopardy,n.,"Exposure to death, loss, or injury; hazard; danger."
Jeopardy,v. t.,To jeopardize.
Jerboa,n.,"Any small jumping rodent of the genus Dipus, esp. D. Aegyptius, which is common in Egypt and the adjacent countries. The jerboas have very long hind legs and a long tail."
Jereed,n.,"A blunt javelin used by the people of the Levant, especially in mock fights."
Jeremiad,n.,Alt. of Jeremiade
Jeremiade,n.,"A tale of sorrow, disappointment, or complaint; a doleful story; a dolorous tirade; -- generally used satirically."
Jerfalcon,n.,The gyrfalcon.
Jerguer,n.,See Jerquer.
Jerid,n.,Same as Jereed.
Jerk,v. t.,"To cut into long slices or strips and dry in the sun; as, jerk beef. See Charqui."
Jerked,imp. & p. p.,of Jerk
Jerking,p. pr. & vb. n.,of Jerk
Jerk,v. t.,To beat; to strike.
Jerk,v. t.,"To give a quick and suddenly arrested thrust, push, pull, or twist, to; to yerk; as, to jerk one with the elbow; to jerk a coat off."
Jerk,v. t.,"To throw with a quick and suddenly arrested motion of the hand; as, to jerk a stone."
Jerk,v. i.,"To make a sudden motion; to move with a start, or by starts."
Jerk,v. i.,To flout with contempt.
Jerk,n.,"A short, sudden pull, thrust, push, twitch, jolt, shake, or similar motion."
Jerk,n.,A sudden start or spring.
Jerker,n.,A beater.
Jerker,n.,One who jerks or moves with a jerk.
Jerker,n.,A North American river chub (Hybopsis biguttatus).
Jerkin,n.,A jacket or short coat; a close waistcoat.
Jerkin,n.,A male gyrfalcon.
Jerking,n.,"The act of pulling, pushing, or throwing, with a jerk."
Jerkinhead,n.,"The hipped part of a roof which is hipped only for a part of its height, leaving a truncated gable."
Jerky,a.,"Moving by jerks and starts; characterized by abrupt transitions; as, a jerky vehicle; a jerky style."
Jermoonal,n.,The Himalayan now partridge.
Jeronymite,n.,One belonging of the mediaeval religious orders called Hermits of St. Jerome.
Jeropigia,n.,See Geropigia.
Jerquer,n.,A customhouse officer who searches ships for unentered goods.
Jerquing,n.,The searching of a ship for unentered goods.
Jerquing,n.,The searching of a ship for unentered goods.
Jerry-built,a.,"Built hastily and of bad materials; as, jerry-built houses."
Jerseys,n. pl.,of Jersey
Jersey,n.,"The finest of wool separated from the rest; combed wool; also, fine yarn of wool."
Jersey,n.,"A kind of knitted jacket; hence, in general, a closefitting jacket or upper garment made of an elastic fabric (as stockinet)."
Jersey,n.,One of a breed of cattle in the Island of Jersey. Jerseys are noted for the richness of their milk.
Jerusalem,n.,"The chief city of Palestine, intimately associated with the glory of the Jewish nation, and the life and death of Jesus Christ."
Jervine,n.,"A poisonous alkaloid resembling veratrine, and found with it in white hellebore (Veratrum album); -- called also jervina."
Jesses,n. pl.,of Jess
Jess,n.,"A short strap of leather or silk secured round the leg of a hawk, to which the leash or line, wrapped round the falconer's hand, was attached when used. See Illust. of Falcon."
Jessamine,n.,Same as Jasmine.
Jessant,a.,Springing up or emerging; -- said of a plant or animal.
Jesse,n.,"Any representation or suggestion of the genealogy of Christ, in decorative art"
Jesse,n.,A genealogical tree represented in stained glass.
Jesse,n.,"A candlestick with many branches, each of which bears the name of some one of the descendants of Jesse; -- called also  tree of Jesse."
Jest,n.,A deed; an action; a gest.
Jest,n.,A mask; a pageant; an interlude.
Jest,n.,"Something done or said in order to amuse; a joke; a witticism; a jocose or sportive remark or phrase. See Synonyms under Jest, v. i."
Jest,v. i.,The object of laughter or sport; a laughingstock.
Jested,imp. & p. p.,of Jest
Jesting,p. pr. & vb. n.,of Jest
Jest,v. i.,"To take part in a merrymaking; -- especially, to act in a mask or interlude."
Jest,v. i.,To make merriment by words or actions; to joke; to make light of anything.
Jester,n.,A buffoon; a merry-andrew; a court fool.
Jester,n.,"A person addicted to jesting, or to indulgence in light and amusing talk."
Jestful,a.,Given to jesting; full of jokes.
Jesting,a.,Sportive; not serious; fit for jests.
Jesting,n.,The act or practice of making jests; joking; pleasantry.
Jestingly,adv.,In a jesting manner.
Jesuit,n.,"One of a religious order founded by Ignatius Loyola, and approved in 1540, under the title of The Society of Jesus."
Jesuit,n.,Fig.: A crafty person; an intriguer.
Jesuited,a.,Conforming to the principles of the Jesuits.
Jesuitess,n.,"One of an order of nuns established on the principles of the Jesuits, but suppressed by Pope Urban in 1633."
Jesuitic,a.,Alt. of Jesuitical
Jesuitical,a.,"Of or pertaining to the Jesuits, or to their principles and methods."
Jesuitical,a.,Designing; cunning; deceitful; crafty; -- an opprobrious use of the word.
Jesuitically,adv.,In a jesuitical manner.
Jesuitism,n.,The principles and practices of the Jesuits.
Jesuitism,n.,Cunning; deceit; deceptive practices to effect a purpose; subtle argument; -- an opprobrious use of the  word.
Jesuitocracy,n.,"Government by Jesuits; also, the whole body of Jesuits in a country."
Jesuitry,n.,Jesuitism; subtle argument.
Jesus,n.,"The Savior; the name of the Son of God as announced by the angel to his parents; the personal name of Our Lord, in distinction from Christ, his official appellation."
Jet,n.,Same as 2d Get.
Jet,n.,"A variety of lignite, of a very compact texture and velvet black color, susceptible of a good polish, and often wrought into mourning jewelry, toys, buttons, etc. Formerly called also black amber."
Jet,n.,"A shooting forth; a spouting; a spurt; a sudden rush or gush, as of water from a pipe, or of flame from an orifice; also, that which issues in a jet."
Jet,n.,"Drift; scope; range, as of an argument."
